MMYYYY,Term,InterBank,Volume
31/7/2023,OVNIGHT,0.19,281762
31/7/2023,Less than 1M,0.7,5200
31/7/2023,1M,2.13,2725
31/7/2023,3M,5.18,532
31/7/2023,6M,6.38,153
31/7/2023,9M,7.59,6
20/7/2023,OVNIGHT,0.25,185846
20/7/2023,Less than 1M,0.61,9034
20/7/2023,1M,1.86,1923
20/7/2023,3M,4,3009
20/7/2023,6M,6.64,607
20/7/2023,9M,7.93,26
10/7/2023,OVNIGHT,0.34,188572
10/7/2023,Less than 1M,0.93,4340
10/7/2023,1M,2.49,5525
10/7/2023,3M,4.86,1728
10/7/2023,6M,6.77,1160
10/7/2023,9M,7.97,29
3/7/2023,OVNIGHT,0.66,195705
3/7/2023,Less than 1M,1.46,3995
3/7/2023,1M,3.04,600
3/7/2023,3M,4.74,2252
3/7/2023,6M,6.73,164
3/7/2023,9M,8.1,1
30/6/2023,OVNIGHT,0.44,361262
30/6/2023,Less than 1M,1.51,1685
30/6/2023,1M,4.37,1025
30/6/2023,3M,5.06,1720
30/6/2023,6M,7.92,1688
30/6/2023,9M,8.1,1
20/6/2023,OVNIGHT,0.55,201550
20/6/2023,Less than 1M,1.48,13226
20/6/2023,1M,2.54,1523
20/6/2023,3M,4.51,2425
20/6/2023,6M,6.8,259
20/6/2023,9M,8.04,4
9/6/2023,OVNIGHT,2.69,208349
9/6/2023,Less than 1M,3.17,3589
9/6/2023,1M,4.71,1670
9/6/2023,3M,4.97,516
9/6/2023,6M,6.56,222
9/6/2023,9M,6.51,89
1/6/2023,OVNIGHT,4.07,163545
1/6/2023,Less than 1M,4.29,11887
1/6/2023,1M,5.7,590
1/6/2023,3M,6.1,1197
1/6/2023,6M,7.47,57
1/6/2023,9M,8.76,3
31/5/2023,OVNIGHT,3.9,246873
31/5/2023,Less than 1M,4.26,2875
31/5/2023,1M,4.79,3165
31/5/2023,3M,6.47,1740
31/5/2023,6M,7.62,382
31/5/2023,9M,8.76,3
19/5/2023,OVNIGHT,4.49,207097
19/5/2023,Less than 1M,4.72,2314
19/5/2023,1M,4.91,2130
19/5/2023,3M,6.29,3812
19/5/2023,6M,7.9,641
19/5/2023,9M,8.5,1
10/5/2023,OVNIGHT,4.84,199801
10/5/2023,Less than 1M,4.87,1388
10/5/2023,1M,6.28,1545
10/5/2023,3M,6.04,1183
10/5/2023,6M,7.95,534
10/5/2023,9M,8.54,2
1/2/2024,OVNIGHT,1.05,298803
1/2/2024,Less than 1M,1.93,8310
1/2/2024,1M,1.74,8740
1/2/2024,3M,2.75,291
1/2/2024,6M,4.07,358
1/2/2024,9M,5.46,7
2/1/2024,OVNIGHT,0.95,279665
2/1/2024,Less than 1M,2.19,4050
2/1/2024,1M,1.8,300
2/1/2024,3M,4.4,337
2/1/2024,6M,4.32,67
2/1/2024,9M,5.9,14
10/1/2024,OVNIGHT,0.15,264687
10/1/2024,Less than 1M,0.41,6625
10/1/2024,1M,2.19,550
10/1/2024,3M,3.09,7529
10/1/2024,6M,3.93,52
10/1/2024,9M,5.54,8
19/1/2024,OVNIGHT,0.14,218783
19/1/2024,Less than 1M,0.4,5630
19/1/2024,1M,1.08,4918
19/1/2024,3M,3.42,3547
19/1/2024,6M,4.29,387
19/1/2024,9M,5.74,2
1/11/2019,OVNIGHT,1.74,29119
1/11/2019,Less than 1M,2.12,8418
1/11/2019,1M,2.36,1310
1/11/2019,3M,4.56,730
1/11/2019,6M,4.63,1287
1/11/2019,9M,4.65,9
11/11/2019,OVNIGHT,2.02,34106
11/11/2019,Less than 1M,2.49,5294
11/11/2019,1M,2.8,759
11/11/2019,3M,4.57,1226
11/11/2019,6M,5.54,94
11/11/2019,9M,4.65,9
20/11/2019,OVNIGHT,2.35,26989
20/11/2019,Less than 1M,2.6,9255
20/11/2019,1M,2.77,2055
20/11/2019,3M,4.38,1116
20/11/2019,6M,5.03,151
20/11/2019,9M,5.79,44
2/12/2019,OVNIGHT,4.28,35687
2/12/2019,Less than 1M,4.46,3708
2/12/2019,1M,4.29,1900
2/12/2019,3M,4.6,2162
2/12/2019,6M,5.1,23
2/12/2019,9M,5.8,3
5/12/2019,OVNIGHT,4.16,34776
5/12/2019,Less than 1M,4.52,3832
5/12/2019,1M,4.41,952
5/12/2019,3M,4.6,4474
5/12/2019,6M,4.69,267
5/12/2019,9M,6.03,96
10/10/2019,OVNIGHT,1.89,37282
10/10/2019,Less than 1M,2.32,2777
10/10/2019,1M,3.09,2052
10/10/2019,3M,4.16,1717
10/10/2019,6M,4.88,911
10/10/2019,9M,5.7,34
1/10/2019,OVNIGHT,2.2,30614
1/10/2019,Less than 1M,2.74,2755
1/10/2019,1M,3.19,325
1/10/2019,3M,4.15,280
1/10/2019,6M,5.35,52
1/10/2019,9M,5.72,1
20/9/2019,OVNIGHT,2.16,41626
20/9/2019,Less than 1M,2.79,6337
20/9/2019,1M,3.22,1217
20/9/2019,3M,4.43,356
20/9/2019,6M,5.04,78
20/9/2019,9M,5.72,1
10/9/2019,OVNIGHT,3.35,43998
10/9/2019,Less than 1M,3.74,5393
10/9/2019,1M,4.4,1007
10/9/2019,3M,4.44,452
10/9/2019,6M,5.36,64
10/9/2019,9M,5.84,6
3/9/2019,OVNIGHT,4.75,44786
3/9/2019,Less than 1M,4.47,7933
3/9/2019,1M,4.55,735
3/9/2019,3M,4.58,942
3/9/2019,6M,5.81,53
3/9/2019,9M,5.84,6
20/8/2019,OVNIGHT,3.05,46218
20/8/2019,Less than 1M,3.03,7434
20/8/2019,1M,3.06,559
20/8/2019,3M,4.08,586
20/8/2019,6M,5.63,235
20/8/2019,9M,5.07,3
9/8/2019,OVNIGHT,3.01,38721
9/8/2019,Less than 1M,3.19,7321
9/8/2019,1M,3.42,651
9/8/2019,3M,4.43,335
9/8/2019,6M,5.4,1
9/8/2019,9M,5.07,3
1/8/2019,OVNIGHT,2.88,31115
1/8/2019,Less than 1M,3.02,5981
1/8/2019,1M,3.53,600
1/8/2019,3M,4.72,920
1/8/2019,6M,5.17,40
1/8/2019,9M,4.9,13
19/7/2019,OVNIGHT,2.78,37890
19/7/2019,Less than 1M,3.11,6060
19/7/2019,1M,3.64,2241
19/7/2019,3M,4.5,610
19/7/2019,6M,5.1,307
19/7/2019,9M,4.9,13
10/7/2019,OVNIGHT,3.19,35931
10/7/2019,Less than 1M,3.41,5023
10/7/2019,1M,4.12,482
10/7/2019,3M,4.84,1098
10/7/2019,6M,5.37,24
10/7/2019,9M,4.5,4
1/7/2019,OVNIGHT,4.05,49344
1/7/2019,Less than 1M,3.87,4682
1/7/2019,1M,4.7,200
1/7/2019,3M,4.38,1120
1/7/2019,6M,5.31,119
1/7/2019,9M,5.2,8
20/6/2019,OVNIGHT,3.11,27389
20/6/2019,Less than 1M,3.4,1950
20/6/2019,1M,3.75,1953
20/6/2019,3M,4.19,1550
20/6/2019,6M,5.25,93
20/6/2019,9M,5.78,41
10/6/2019,OVNIGHT,3.17,42680
10/6/2019,Less than 1M,3.4,4637
10/6/2019,1M,3.58,2277
10/6/2019,3M,4.89,280
10/6/2019,6M,5.19,157
10/6/2019,9M,5.78,41
3/6/2019,OVNIGHT,3.29,34803
3/6/2019,Less than 1M,3.48,5454
3/6/2019,1M,4.25,880
3/6/2019,3M,5.07,1541
3/6/2019,6M,5.36,247
3/6/2019,9M,5.78,41
20/5/2019,OVNIGHT,3.15,37666
20/5/2019,Less than 1M,3.29,3587
20/5/2019,1M,3.96,3736
20/5/2019,3M,4.02,1170
20/5/2019,6M,5.72,145
20/5/2019,9M,5.78,41
10/5/2019,OVNIGHT,3.56,30670
10/5/2019,Less than 1M,3.93,5914
10/5/2019,1M,4.04,924
10/5/2019,3M,4.36,860
10/5/2019,6M,5.18,13
10/5/2019,9M,5.78,41
2/5/2019,OVNIGHT,3.31,32966
2/5/2019,Less than 1M,3.44,3962
2/5/2019,1M,3.79,1183
2/5/2019,3M,4.21,1525
2/5/2019,6M,4.63,125
2/5/2019,9M,5.78,41
19/4/2019,OVNIGHT,3.89,38591
19/4/2019,Less than 1M,4.11,3725
19/4/2019,1M,4.24,2920
19/4/2019,3M,4.43,2965
19/4/2019,6M,5.71,8
19/4/2019,9M,4.5,1
10/4/2019,OVNIGHT,4.49,30290
10/4/2019,Less than 1M,4.46,3774
10/4/2019,1M,4.51,2455
10/4/2019,3M,4.9,1517
10/4/2019,6M,5.5,256
10/4/2019,9M,4.5,1
1/4/2019,OVNIGHT,4.31,36415
1/4/2019,Less than 1M,4.36,3470
1/4/2019,1M,4.21,2611
1/4/2019,3M,4.22,927
1/4/2019,6M,4.68,20
1/4/2019,9M,4.5,1
21/3/2019,OVNIGHT,3.16,29624
21/3/2019,Less than 1M,3.3,6766
21/3/2019,1M,3.69,1468
21/3/2019,3M,3.92,610
21/3/2019,6M,4.56,1
21/3/2019,9M,4.66,10
11/3/2019,OVNIGHT,3.83,29866
11/3/2019,Less than 1M,3.87,3339
11/3/2019,1M,4.45,624
11/3/2019,3M,4.82,653
11/3/2019,6M,5.14,32
11/3/2019,9M,4.66,10
1/3/2019,OVNIGHT,4.12,30593
1/3/2019,Less than 1M,4.19,4530
1/3/2019,1M,4.48,2741
1/3/2019,3M,5.24,485
1/3/2019,6M,5.78,30
1/3/2019,9M,4.92,15
20/2/2019,OVNIGHT,4.14,31979
20/2/2019,Less than 1M,4.39,3497
20/2/2019,1M,4.81,435
20/2/2019,3M,5.37,875
20/2/2019,6M,5.26,2
20/2/2019,9M,5.15,10
11/2/2019,OVNIGHT,4.78,28479
11/2/2019,Less than 1M,4.92,3229
11/2/2019,1M,5.05,220
11/2/2019,3M,5.32,401
11/2/2019,6M,6.05,164
11/2/2019,9M,5.26,300
1/2/2019,OVNIGHT,4.82,21940
1/2/2019,Less than 1M,5.03,47112
1/2/2019,1M,4.96,2791
1/2/2019,3M,6.28,218
1/2/2019,6M,6,35
1/2/2019,9M,5.26,300
21/1/2019,OVNIGHT,4.68,21036
21/1/2019,Less than 1M,5.24,320
21/1/2019,1M,5.16,2239
21/1/2019,3M,5.06,4732
21/1/2019,6M,6.14,366
21/1/2019,9M,5.2,58
10/1/2019,OVNIGHT,3.87,30277
10/1/2019,Less than 1M,4.89,2602
10/1/2019,1M,5.7,240
10/1/2019,3M,5.51,1256
10/1/2019,6M,6,300
10/1/2019,9M,5.2,58
2/1/2019,OVNIGHT,4.66,19142
2/1/2019,Less than 1M,4.83,2385
2/1/2019,1M,5.36,850
2/1/2019,3M,5.7,180
2/1/2019,6M,5.99,103
2/1/2019,9M,5.2,58
2/1/2018,OVNIGHT,1.42,16705
2/1/2018,Less than 1M,2.07,3675
2/1/2018,1M,2.91,1850
2/1/2018,3M,4.92,390
2/1/2018,6M,4.9,10000
2/1/2018,9M,4.5,11000
10/1/2018,OVNIGHT,2.06,11325
10/1/2018,Less than 1M,2.69,1755
10/1/2018,1M,3.99,825
10/1/2018,3M,4.81,536
10/1/2018,6M,5.5,50
10/1/2018,9M,4.5,11
19/1/2018,OVNIGHT,1.71,12829
19/1/2018,Less than 1M,2.38,3357
19/1/2018,1M,3.99,1250
19/1/2018,3M,4.84,440
19/1/2018,6M,4.25,100
19/1/2018,9M,4.5,11
19/1/2018,OVNIGHT,1.71,12829
19/1/2018,Less than 1M,2.38,3357
19/1/2018,1M,3.99,1250
19/1/2018,3M,4.84,440
19/1/2018,6M,4.25,100
19/1/2018,9M,4.5,11
1/2/2018,OVNIGHT,1.76,10647
1/2/2018,Less than 1M,2.06,310
1/2/2018,1M,3.62,2203
1/2/2018,3M,3.98,348
1/2/2018,6M,4.95,40
1/2/2018,9M,4.5,11
2/2/2018,OVNIGHT,1.64,17485
2/2/2018,Less than 1M,1.8,660
2/2/2018,1M,3.57,2081
2/2/2018,3M,4.2,405
2/2/2018,6M,4.95,40
2/2/2018,9M,4.5,11
9/2/2018,OVNIGHT,3.63,12697
9/2/2018,Less than 1M,4.11,5313
9/2/2018,1M,4.19,1660
9/2/2018,3M,4.1,584
9/2/2018,6M,4.41,35
9/2/2018,9M,4.5,11
28/2/2018,OVNIGHT,0.93,19197
28/2/2018,Less than 1M,1.47,2302
28/2/2018,1M,3.17,518
28/2/2018,3M,3.12,730
28/2/2018,6M,4.55,40
28/2/2018,9M,4.5,11
9/3/2018,OVNIGHT,1.07,12059
9/3/2018,Less than 1M,1.34,6386
9/3/2018,1M,2.53,974
9/3/2018,3M,2.81,941
9/3/2018,6M,4.21,46
9/3/2018,9M,4.5,11
20/3/2018,OVNIGHT,0.91,10450
20/3/2018,Less than 1M,1.21,4737
20/3/2018,1M,1.82,450
20/3/2018,3M,3.14,942
20/3/2018,6M,3.55,245
20/3/2018,9M,4.5,11
2/4/2018,OVNIGHT,0.84,15425
2/4/2018,Less than 1M,1.12,4354
2/4/2018,1M,1.91,965
2/4/2018,3M,2.68,1361
2/4/2018,6M,4.25,10
2/4/2018,9M,4.5,11
10/4/2018,OVNIGHT,0.83,14559
10/4/2018,Less than 1M,1.23,3256
10/4/2018,1M,1.71,1890
10/4/2018,3M,3.41,488
10/4/2018,6M,4.35,130
10/4/2018,9M,4.5,11
19/4/2018,OVNIGHT,1.3,14883
19/4/2018,Less than 1M,1.71,2722
19/4/2018,1M,1.92,1176
19/4/2018,3M,2.79,733
19/4/2018,6M,4.4,11
19/4/2018,9M,4.5,11
20/4/2018,OVNIGHT,1.42,15241
20/4/2018,Less than 1M,1.79,6042
20/4/2018,1M,2.2,1023
20/4/2018,3M,3.11,160
20/4/2018,6M,4.4,11
20/4/2018,9M,4.5,11
2/5/2018,OVNIGHT,1.74,20902
2/5/2018,Less than 1M,1.91,7108
2/5/2018,1M,2.17,2139
2/5/2018,3M,2.78,1490
2/5/2018,6M,3.75,10
2/5/2018,9M,4.5,11
10/5/2018,OVNIGHT,1.31,5200
10/5/2018,Less than 1M,1.68,2658
10/5/2018,1M,1.7,750
10/5/2018,3M,2.77,680
10/5/2018,6M,3.75,14
10/5/2018,9M,4.5,11
21/5/2018,OVNIGHT,1.31,15602
21/5/2018,Less than 1M,1.5,6152
21/5/2018,1M,1.87,661
21/5/2018,3M,2.13,300
21/5/2018,6M,3.65,6
21/5/2018,9M,4.5,11
29/5/2018,OVNIGHT,1.6,18649
29/5/2018,Less than 1M,1.95,3027
29/5/2018,1M,2,1725
29/5/2018,3M,2.65,300
29/5/2018,6M,3.1,100
29/5/2018,9M,4.5,11
20/10/2019,OVNIGHT,1.71,33.535
20/10/2019,Less than 1M,2.17,4213
20/10/2019,1M,2.72,415
20/10/2019,3M,4.07,624
20/10/2019,6M,5.51,246
20/10/2019,9M,4.8,200
6/12/2023,OVNIGHT,0.15,237597
6/12/2023,Less than 1M,0.51,8030
6/12/2023,1M,0.96,5500
6/12/2023,3M,3.39,3402
6/12/2023,6M,5.76,324
6/12/2023,9M,5.95,5
4/12/2023,OVNIGHT,0.16,223789
4/12/2023,Less than 1M,0.43,6130
4/12/2023,1M,1.02,2750
4/12/2023,3M,3.72,1455
4/12/2023,6M,5.1,49
4/12/2023,9M,6.28,6
1/12/2023,OVNIGHT,0.17,239247
1/12/2023,Less than 1M,0.44,4369
1/12/2023,1M,1.33,700
1/12/2023,3M,4.54,862
1/12/2023,6M,5.08,132
1/12/2023,9M,6.68,4
30/11/2023,OVNIGHT,0.14,293958
30/11/2023,Less than 1M,0.5,2820
30/11/2023,1M,1.13,1625
30/11/2023,3M,3.75,1453
30/11/2023,6M,4.73,68
30/11/2023,9M,6.43,42
29/11/2023,OVNIGHT,0.14,241374
29/11/2023,Less than 1M,0.73,4280
29/11/2023,1M,0.95,1585
29/11/2023,3M,3.24,2137
29/11/2023,6M,4.6,747
29/11/2023,9M,6.3,2
28/11/2023,OVNIGHT,0.14,238933
28/11/2023,Less than 1M,0.46,6270
28/11/2023,1M,1,340
28/11/2023,3M,3.51,2675
28/11/2023,6M,5.25,200
28/11/2023,9M,6.48,2
27/11/2023,OVNIGHT,0.14,255231
27/11/2023,Less than 1M,0.41,3005
27/11/2023,1M,1.1,3407
27/11/2023,3M,3.44,4421
27/11/2023,6M,4.47,90
27/11/2023,9M,6.42,10
24/11/2023,OVNIGHT,0.14,240705
24/11/2023,Less than 1M,0.38,5365
24/11/2023,1M,1.1,2685
24/11/2023,3M,3.49,2259
24/11/2023,6M,5.69,33
24/11/2023,9M,6.42,10
23/11/2023,OVNIGHT,0.15,208951
23/11/2023,Less than 1M,0.47,9500
23/11/2023,1M,0.85,1803
23/11/2023,3M,3.32,4244
23/11/2023,6M,5.09,84
23/11/2023,9M,6.3,25
22/11/2023,OVNIGHT,0.15,235515
22/11/2023,Less than 1M,0.5,11344
22/11/2023,1M,1.56,564
22/11/2023,3M,3.22,5882
22/11/2023,6M,4.06,135
22/11/2023,9M,6.2,15
21/11/2023,OVNIGHT,0.15,238844
21/11/2023,Less than 1M,0.45,7074
21/11/2023,1M,1.33,604
21/11/2023,3M,3.37,1574
21/11/2023,6M,5.52,79
21/11/2023,9M,6.28,6
20/11/2023,OVNIGHT,0.16,253070
20/11/2023,Less than 1M,0.43,10469
20/11/2023,1M,0.92,6012
20/11/2023,3M,3.89,1174
20/11/2023,6M,5.47,213
20/11/2023,9M,6.23,5
17/11/2023,OVNIGHT,0.18,237469
17/11/2023,Less than 1M,0.46,9580
17/11/2023,1M,1.18,1850
17/11/2023,3M,3.25,991
17/11/2023,6M,5.17,170
17/11/2023,9M,6.26,46
16/11/2023,OVNIGHT,0.21,224734
16/11/2023,Less than 1M,0.52,5409
16/11/2023,1M,1.44,450
16/11/2023,3M,3.49,2022
16/11/2023,6M,5.21,337
16/11/2023,9M,6.54,435
15/11/2023,OVNIGHT,0.26,229857
15/11/2023,Less than 1M,0.77,3385
15/11/2023,1M,1.72,1010
15/11/2023,3M,3.58,2320
15/11/2023,6M,5.87,140
15/11/2023,9M,6.36,360
14/11/2023,OVNIGHT,0.36,226459
14/11/2023,Less than 1M,0.7,1299
14/11/2023,1M,1.14,1250
14/11/2023,3M,3.8,1948
14/11/2023,6M,4.52,174
14/11/2023,9M,6.68,240
13/11/2023,OVNIGHT,0.52,208163
13/11/2023,Less than 1M,0.84,2385
13/11/2023,1M,1.29,1734
13/11/2023,3M,3.58,87
13/11/2023,6M,5.53,15
13/11/2023,9M,6.68,240
10/11/2023,OVNIGHT,0.62,224313
10/11/2023,Less than 1M,1.02,4870
10/11/2023,1M,1.75,3129
10/11/2023,3M,3.71,3050
10/11/2023,6M,5.56,41
10/11/2023,9M,6.44,306
9/11/2023,OVNIGHT,0.73,224102
9/11/2023,Less than 1M,1.29,3755
9/11/2023,1M,1.51,8859
9/11/2023,3M,3.41,3533
9/11/2023,6M,5.57,9
9/11/2023,9M,6.43,130
8/11/2023,OVNIGHT,0.83,208511
8/11/2023,Less than 1M,1.42,2220
8/11/2023,1M,1.34,2110
8/11/2023,3M,3.38,2870
8/11/2023,6M,5.49,11
8/11/2023,9M,6.8,2
7/11/2023,OVNIGHT,0.95,222132
7/11/2023,Less than 1M,1.47,4010
7/11/2023,1M,1.6,1000
7/11/2023,3M,3.94,1913
7/11/2023,6M,4.24,132
7/11/2023,9M,6.48,390
6/11/2023,OVNIGHT,0.93,217167
6/11/2023,Less than 1M,1.46,3089
6/11/2023,1M,1.65,1390
6/11/2023,3M,3.68,1426
6/11/2023,6M,5.72,85
6/11/2023,9M,6.48,390
3/11/2023,OVNIGHT,0.93,216431
3/11/2023,Less than 1M,1.51,5430
3/11/2023,1M,2.03,700
3/11/2023,3M,3.98,2276
3/11/2023,6M,6.5,136
3/11/2023,9M,6.6,5
2/11/2023,OVNIGHT,0.99,218818
2/11/2023,Less than 1M,1.58,4350
2/11/2023,1M,1.82,2250
2/11/2023,3M,3.71,451
2/11/2023,6M,5.63,59
2/11/2023,9M,6.6,5
1/11/2023,OVNIGHT,1.05,221035
1/11/2023,Less than 1M,1.68,2289
1/11/2023,1M,2.08,1740
1/11/2023,3M,3.69,2582
1/11/2023,6M,5.22,108
1/11/2023,9M,6.6,5
20/10/2023,OVNIGHT,1.47,216346
20/10/2023,Less than 1M,1.66,3203
20/10/2023,1M,1.86,5545
20/10/2023,3M,3.49,2962
20/10/2023,6M,5.37,43
20/10/2023,9M,6.71,13
10/10/2023,OVNIGHT,0.66,210254
10/10/2023,Less than 1M,1.4,3252
10/10/2023,1M,1.75,5432
10/10/2023,3M,3.64,4373
10/10/2023,6M,5.06,84
10/10/2023,9M,7.1,4
2/10/2023,OVNIGHT,0.55,207545
2/10/2023,Less than 1M,0.81,6826
2/10/2023,1M,1.3,2360
2/10/2023,3M,3.59,666
2/10/2023,6M,4.87,63
2/10/2023,9M,7.32,5
20/9/2023,OVNIGHT,0.16,181537
20/9/2023,Less than 1M,0.74,3988
20/9/2023,1M,0.97,1605
20/9/2023,3M,3.17,446
20/9/2023,6M,6.04,212
20/9/2023,9M,6.67,4
11/9/2023,OVNIGHT,0.17,214095
11/9/2023,Less than 1M,0.53,7900
11/9/2023,1M,1.26,9912
11/9/2023,3M,3.04,2025
11/9/2023,6M,7.3,164
11/9/2023,9M,7.2,3
5/9/2023,OVNIGHT,0.19,175623
5/9/2023,Less than 1M,0.55,9011
5/9/2023,1M,2.01,1962
5/9/2023,3M,3.62,1415
5/9/2023,6M,5.66,156
5/9/2023,9M,7.2,3
31/8/2023,OVNIGHT,0.16,178104
31/8/2023,Less than 1M,0.66,2220
31/8/2023,1M,1.35,2970
31/8/2023,3M,3.33,2042
31/8/2023,6M,5.33,122
31/8/2023,9M,7.29,21
21/8/2023,OVNIGHT,0.19,166317
21/8/2023,Less than 1M,0.6,6502
21/8/2023,1M,1.46,1670
21/8/2023,3M,3.74,3738
21/8/2023,6M,6.06,91
21/8/2023,9M,7.35,2
10/8/2023,OVNIGHT,0.2,183037
10/8/2023,Less than 1M,0.53,9240
10/8/2023,1M,1.89,4520
10/8/2023,3M,3.93,2043
10/8/2023,6M,6.25,313
10/8/2023,9M,7.56,19
1/8/2023,OVNIGHT,0.22,226894
1/8/2023,Less than 1M,0.61,9370
1/8/2023,1M,1.32,1390
1/8/2023,3M,3.51,1005
1/8/2023,6M,6.53,318
1/8/2023,9M,7.59,6
31/7/2023,OVNIGHT,0.19,281762
31/7/2023,Less than 1M,0.7,5200
31/7/2023,1M,2.13,2725
31/7/2023,3M,5.18,532
31/7/2023,6M,6.38,153
31/7/2023,9M,7.59,6
20/7/2023,OVNIGHT,0.25,185846
20/7/2023,Less than 1M,0.61,9034
20/7/2023,1M,1.86,1923
20/7/2023,3M,4,3009
20/7/2023,6M,6.64,607
20/7/2023,9M,7.93,26
10/7/2023,OVNIGHT,0.34,188572
10/7/2023,Less than 1M,0.93,4340
10/7/2023,1M,2.49,5525
10/7/2023,3M,4.86,1728
10/7/2023,6M,6.77,1160
10/7/2023,9M,7.97,29
3/7/2023,OVNIGHT,0.66,195705
3/7/2023,Less than 1M,1.46,3995
3/7/2023,1M,3.04,600
3/7/2023,3M,4.74,2252
3/7/2023,6M,6.73,164
3/7/2023,9M,8.1,1
30/6/2023,OVNIGHT,0.44,361262
30/6/2023,Less than 1M,1.51,1685
30/6/2023,1M,4.37,1025
30/6/2023,3M,5.06,1720
30/6/2023,6M,7.92,1688
30/6/2023,9M,8.1,1
20/6/2023,OVNIGHT,0.55,201550
20/6/2023,Less than 1M,1.48,13226
20/6/2023,1M,2.54,1523
20/6/2023,3M,4.51,2425
20/6/2023,6M,6.8,259
20/6/2023,9M,8.04,4
9/6/2023,OVNIGHT,2.69,208349
9/6/2023,Less than 1M,3.17,3589
9/6/2023,1M,4.71,1670
9/6/2023,3M,4.97,516
9/6/2023,6M,6.56,222
9/6/2023,9M,6.51,89
1/6/2023,OVNIGHT,4.07,163545
1/6/2023,Less than 1M,4.29,11887
1/6/2023,1M,5.7,590
1/6/2023,3M,6.1,1197
1/6/2023,6M,7.47,57
1/6/2023,9M,8.76,3
31/5/2023,OVNIGHT,3.9,246873
31/5/2023,Less than 1M,4.26,2875
31/5/2023,1M,4.79,3165
31/5/2023,3M,6.47,1740
31/5/2023,6M,7.62,382
31/5/2023,9M,8.76,3
19/5/2023,OVNIGHT,4.49,207097
19/5/2023,Less than 1M,4.72,2314
19/5/2023,1M,4.91,2130
19/5/2023,3M,6.29,3812
19/5/2023,6M,7.9,641
19/5/2023,9M,8.5,1
10/5/2023,OVNIGHT,4.84,199801
10/5/2023,Less than 1M,4.87,1388
10/5/2023,1M,6.28,1545
10/5/2023,3M,6.04,1183
10/5/2023,6M,7.95,534
10/5/2023,9M,8.54,2
4/5/2023,OVNIGHT,5,204167
4/5/2023,Less than 1M,5.25,5060
4/5/2023,1M,6.1,525
4/5/2023,3M,6.52,1156
4/5/2023,6M,8.55,78
4/5/2023,9M,8.8,2
1/2/2024,OVNIGHT,1.05,298803
1/2/2024,Less than 1M,1.93,8310
1/2/2024,1M,1.74,8740
1/2/2024,3M,2.75,291
1/2/2024,6M,4.07,358
1/2/2024,9M,5.46,7
2/1/2024,OVNIGHT,0.95,279665
2/1/2024,Less than 1M,2.19,4050
2/1/2024,1M,1.8,300
2/1/2024,3M,4.4,337
2/1/2024,6M,4.32,67
2/1/2024,9M,5.9,14
10/1/2024,OVNIGHT,0.15,264687
10/1/2024,Less than 1M,0.41,6625
10/1/2024,1M,2.19,550
10/1/2024,3M,3.09,7529
10/1/2024,6M,3.93,52
10/1/2024,9M,5.54,8
19/1/2024,OVNIGHT,0.14,218783
19/1/2024,Less than 1M,0.4,5630
19/1/2024,1M,1.08,4918
19/1/2024,3M,3.42,3547
19/1/2024,6M,4.29,387
19/1/2024,9M,5.74,2
1/11/2019,OVNIGHT,1.74,29119
1/11/2019,Less than 1M,2.12,8418
1/11/2019,1M,2.36,1310
1/11/2019,3M,4.56,730
1/11/2019,6M,4.63,1287
1/11/2019,9M,4.65,9
11/11/2019,OVNIGHT,2.02,34106
11/11/2019,Less than 1M,2.49,5294
11/11/2019,1M,2.8,759
11/11/2019,3M,4.57,1226
11/11/2019,6M,5.54,94
11/11/2019,9M,4.65,9
20/11/2019,OVNIGHT,2.35,26989
20/11/2019,Less than 1M,2.6,9255
20/11/2019,1M,2.77,2055
20/11/2019,3M,4.38,1116
20/11/2019,6M,5.03,151
20/11/2019,9M,5.79,44
2/12/2019,OVNIGHT,4.28,35687
2/12/2019,Less than 1M,4.46,3708
2/12/2019,1M,4.29,1900
2/12/2019,3M,4.6,2162
2/12/2019,6M,5.1,23
2/12/2019,9M,5.8,3
5/12/2019,OVNIGHT,4.16,34776
5/12/2019,Less than 1M,4.52,3832
5/12/2019,1M,4.41,952
5/12/2019,3M,4.6,4474
5/12/2019,6M,4.69,267
5/12/2019,9M,6.03,96
10/10/2019,OVNIGHT,1.89,37282
10/10/2019,Less than 1M,2.32,2777
10/10/2019,1M,3.09,2052
10/10/2019,3M,4.16,1717
10/10/2019,6M,4.88,911
10/10/2019,9M,5.7,34
1/10/2019,OVNIGHT,2.2,30614
1/10/2019,Less than 1M,2.74,2755
1/10/2019,1M,3.19,325
1/10/2019,3M,4.15,280
1/10/2019,6M,5.35,52
1/10/2019,9M,5.72,1
20/9/2019,OVNIGHT,2.16,41626
20/9/2019,Less than 1M,2.79,6337
20/9/2019,1M,3.22,1217
20/9/2019,3M,4.43,356
20/9/2019,6M,5.04,78
20/9/2019,9M,5.72,1
10/9/2019,OVNIGHT,3.35,43998
10/9/2019,Less than 1M,3.74,5393
10/9/2019,1M,4.4,1007
10/9/2019,3M,4.44,452
10/9/2019,6M,5.36,64
10/9/2019,9M,5.84,6
3/9/2019,OVNIGHT,4.75,44786
3/9/2019,Less than 1M,4.47,7933
3/9/2019,1M,4.55,735
3/9/2019,3M,4.58,942
3/9/2019,6M,5.81,53
3/9/2019,9M,5.84,6
20/8/2019,OVNIGHT,3.05,46218
